p1_clean,p2_clean,neighborhood,neighborhood_transferred,fusion,cooccurence,homology,coexpression,coexpression_transferred,experiments,experiments_transferred,database,database_transferred,textmining,textmining_transferred,combined_score
b0728,b2285,0,50,0,0,0,664,303,0,91,0,0,120,105,803
b0728,b0726,397,157,64,289,0,988,728,0,90,540,0,881,284,999
b0728,b2281,0,44,0,0,0,427,343,0,0,0,0,232,111,709
b0728,b0115,0,98,6,0,0,51,390,0,129,800,0,541,154,954
b0728,b2976,0,0,0,0,0,110,49,0,0,800,0,146,141,853
b0728,b3951,0,0,0,0,0,0,0,0,0,800,0,358,0,866
b0728,b0118,0,81,0,0,0,643,524,0,0,0,0,815,285,975
b0728,b3733,0,50,0,0,0,182,530,0,90,0,0,200,215,742
b0728,b1276,0,98,0,0,0,111,59,0,93,0,0,768,156,834
b0728,b0724,246,98,62,324,0,744,533,0,90,900,0,806,156,998
b0728,b2286,0,99,0,0,0,465,903,0,129,0,0,208,318,972
b0728,b0721,239,158,0,0,0,439,805,0,0,900,0,871,284,999
b0728,b1136,0,158,34,0,0,637,799,0,0,0,0,621,286,980
b0729,b0726,397,106,153,184,0,967,477,0,98,540,0,817,139,999
b0729,b0115,0,65,4,0,0,51,365,0,88,800,0,584,105,950
b0729,b2976,0,0,0,0,0,116,54,0,90,800,0,105,101,849
b0729,b0118,0,59,0,0,0,679,126,0,0,0,0,623,119,896
b0729,b3951,0,0,0,0,0,0,0,0,0,800,0,0,0,800
b0729,b2286,0,62,0,0,0,334,881,0,90,0,0,154,313,951
b0729,b0721,239,84,0,0,0,406,398,0,0,900,0,768,137,993
b0729,b1136,0,84,35,0,0,668,250,0,0,0,0,622,135,911
b0729,b0724,246,65,149,370,0,775,294,0,114,900,0,809,105,998
b0729,b1276,0,64,0,0,0,177,119,0,91,0,0,645,106,758
b0729,b0720,0,63,0,0,0,489,218,0,106,0,0,830,105,937
b0729,b4153,0,65,38,484,0,0,294,0,114,900,0,161,105,970
b0729,b2458,0,58,0,0,0,0,0,0,0,800,0,52,67,811
b0729,b0727,413,100,221,167,0,999,365,0,88,900,0,926,108,999
b0729,b4154,0,65,62,451,0,0,279,0,90,900,0,200,105,969
b0729,b0728,773,154,900,775,0,999,680,995,618,900,308,983,143,999
b0729,b1612,0,174,0,0,0,666,0,0,0,0,0,628,206,907
b0729,b4152,0,0,0,0,0,0,0,0,0,900,0,116,0,907
b0729,b3236,0,84,0,0,0,458,314,0,90,0,0,620,139,874
b0729,b0903,0,0,0,0,0,0,0,0,0,800,0,161,0,825
b0729,b4151,0,0,0,0,0,0,0,0,0,900,0,94,135,914
b0729,b3114,0,0,0,0,0,0,0,0,0,800,0,75,0,807
b0729,b0723,239,65,162,426,0,752,372,44,90,900,0,805,106,998
b0729,b0722,239,84,0,0,0,670,133,0,0,900,0,500,202,989
b0729,b0351,0,0,0,0,0,43,0,0,0,800,0,0,0,800
b0729,b2297,0,68,0,0,0,0,0,0,0,800,0,202,190,863
b0729,b1611,0,61,0,0,0,123,379,0,67,360,0,525,139,839
b0729,b4014,0,0,0,0,0,111,54,0,90,800,0,265,101,875
b0729,b1241,0,59,0,0,0,0,94,0,72,800,0,202,118,862
b0729,b0116,0,62,0,0,0,289,87,0,79,540,0,540,88,860
b0733,b0978,0,0,0,60,974,43,0,645,0,900,0,61,0,964
b0733,b0734,732,103,275,775,0,999,630,984,534,900,0,995,133,999
b0733,b0723,0,0,0,0,0,0,0,0,0,500,0,473,133,751
b0733,b0979,0,76,187,775,0,0,630,0,534,720,0,620,133,996
b0733,b2283,0,0,0,0,0,0,0,0,0,500,0,386,142,713
b0734,b0721,0,0,0,0,0,0,0,0,0,500,0,478,143,756
b0734,b0978,0,76,315,775,0,50,630,0,534,720,0,451,133,995
b0734,b0733,732,103,275,775,0,999,630,984,534,900,0,995,133,999
b0734,b0979,0,0,0,65,967,0,0,0,0,900,0,60,0,904
b0734,b0723,0,0,0,0,0,0,0,0,0,500,0,385,133,710
b0755,b4025,0,0,0,0,0,55,523,0,0,800,0,756,285,981
b0755,b2925,0,0,0,0,0,0,371,109,0,800,0,644,133,959
b0755,b3919,0,108,0,0,0,77,804,0,90,0,0,806,285,974
b0755,b1852,0,0,0,0,0,68,54,0,91,800,0,452,281,922
b0755,b1779,0,0,0,0,0,50,387,0,91,0,0,787,154,887
b0755,b3916,0,94,0,0,0,68,146,0,0,0,0,645,286,783
b0755,b2779,0,93,0,0,0,113,615,0,117,900,0,810,285,995
b0755,b1380,0,63,655,0,0,0,0,0,0,0,0,82,145,712
b0755,b1136,0,0,0,0,0,73,361,0,0,0,0,523,210,746
b0755,b1676,0,91,664,0,0,51,285,0,0,0,0,529,156,898
b0755,b2465,0,0,0,0,0,72,71,0,88,800,0,451,146,909
b0755,b1854,0,91,474,0,0,0,285,0,0,0,0,703,156,898
b0755,b2464,0,55,0,0,0,93,65,0,76,800,0,274,132,880
b0755,b0008,0,55,0,0,0,110,65,0,76,800,0,451,132,910
b0755,b3612,0,0,0,0,0,0,0,645,0,900,0,810,285,994
b0755,b2926,0,0,0,0,0,73,745,0,94,900,0,809,285,996
b0755,b4395,0,0,0,246,0,0,0,0,91,900,0,681,156,978
b0755,b2935,0,0,0,0,0,0,71,0,88,800,0,523,146,918
b0755,b2097,0,98,0,0,0,50,54,0,0,800,0,623,104,932
b0767,b1852,0,157,0,178,0,52,0,0,0,900,0,606,124,972
b0767,b2029,0,157,0,219,0,69,0,0,0,900,0,529,135,969
b0809,b0811,486,127,1,765,0,982,74,0,0,900,0,870,62,999
b0809,b0810,773,154,766,774,0,999,146,0,258,900,0,925,68,999
b0809,b3870,0,0,0,0,0,635,48,0,0,0,0,458,99,807
b0810,b0809,773,154,766,774,0,999,146,0,258,900,0,925,68,999
b0810,b3870,0,0,0,0,0,666,0,0,0,0,0,386,93,797
b0810,b0811,486,64,900,775,0,999,56,0,87,900,0,884,64,999
b0811,b3870,0,0,0,0,0,701,41,0,0,0,0,386,67,813
b0811,b0809,486,127,1,765,0,982,74,0,0,900,0,870,62,999
b0811,b0810,486,64,900,775,0,999,56,0,87,900,0,884,64,999
b0875,b0451,0,0,0,0,0,0,50,0,79,0,0,893,145,909
b0902,b3951,0,64,42,730,0,0,390,0,0,0,0,478,67,911
b0902,b0903,449,64,533,775,0,109,390,0,0,0,0,942,67,997
b0902,b3114,0,64,443,775,0,0,390,0,0,0,0,896,67,991
b0902,b2579,0,0,0,775,0,104,0,0,0,0,0,525,0,895
b0902,b0904,368,63,448,0,0,119,0,0,0,0,0,390,0,792
b0902,b1241,0,108,0,312,0,46,389,0,0,0,0,530,143,822
b0903,b1702,0,50,0,0,0,0,0,0,0,900,0,524,62,951
b0903,b0904,608,97,244,0,0,343,75,0,0,0,0,894,0,978
b0903,b1241,0,108,0,286,0,646,42,0,0,900,0,904,142,997
b0903,b0116,0,0,0,0,0,0,0,0,0,900,0,738,47,972
b0903,b3956,0,0,0,0,0,0,67,0,0,0,0,809,0,814
b0903,b3952,0,59,0,754,0,0,390,0,0,0,0,893,67,983
b0903,b4014,0,0,0,0,0,0,0,0,0,900,0,502,0,948
b0903,b3403,0,0,0,0,0,0,147,0,0,0,0,782,94,816
b0903,b0351,0,0,0,0,0,0,0,0,0,900,0,801,0,979
b0903,b2297,0,46,0,0,0,285,62,0,0,900,0,901,95,992
b0903,b0729,0,0,0,0,0,0,0,0,0,800,0,161,0,825
b0903,b0114,0,0,0,0,0,72,0,0,0,900,0,529,0,952
b0903,b0902,449,64,533,775,0,109,390,0,0,0,0,942,67,997
b0903,b3114,0,0,0,49,988,0,0,0,0,900,0,45,0,901
b0903,b1676,0,0,0,0,0,123,54,55,0,900,0,507,98,957
b0903,b3236,0,0,0,0,0,0,64,0,0,800,0,528,133,913
b0903,b1479,0,0,0,0,0,0,125,0,0,900,0,392,95,945
b0903,b0728,0,0,0,0,0,0,0,100,0,800,0,95,0,822
b0903,b2458,0,0,0,0,0,0,62,0,0,900,0,891,83,989
b0903,b4154,0,0,0,0,0,109,0,0,0,0,0,783,62,802
b0903,b0720,0,0,0,0,0,66,0,0,0,800,0,600,94,923
b0903,b1854,0,0,0,0,0,133,54,140,0,900,0,327,98,947
b0903,b1380,0,0,0,0,0,68,0,0,0,900,0,905,63,990
b0903,b2133,0,0,0,0,0,47,0,0,0,900,0,580,46,956
b0903,b2296,0,0,0,0,0,274,68,0,0,0,0,902,99,932
b0903,b1101,0,0,0,0,0,95,63,0,0,0,0,786,0,802
b0903,b3951,0,0,0,240,611,0,0,0,0,900,0,272,0,939
b0903,b2976,0,0,0,0,0,0,0,0,0,900,0,268,0,923
b0903,b0115,0,0,0,0,0,52,102,0,0,900,0,400,98,945
b0903,b2463,0,0,0,0,0,0,125,0,0,900,0,387,284,956
b0903,b3919,0,0,0,0,0,184,0,674,0,0,0,529,91,870
b0904,b3114,0,97,217,0,0,0,75,0,0,0,0,786,0,841
b0904,b0902,368,63,448,0,0,119,0,0,0,0,0,390,0,792
b0904,b0903,608,97,244,0,0,343,75,0,0,0,0,894,0,978
b0904,b1380,0,0,0,0,0,46,0,0,0,0,0,731,0,732
b0978,b0979,752,76,215,775,0,974,630,947,534,900,0,901,133,999
b0978,b0733,0,0,0,60,974,43,0,645,0,900,0,61,0,964
b0978,b0734,0,76,315,775,0,50,630,0,534,720,0,451,133,995
b0979,b0733,0,76,187,775,0,0,630,0,534,720,0,620,133,996
b0979,b0978,752,76,215,775,0,974,630,947,534,900,0,901,133,999
b0979,b0734,0,0,0,65,967,0,0,0,0,900,0,60,0,904
b1101,b1818,0,0,0,0,0,345,0,0,0,0,0,644,175,790
b1101,b2097,0,0,0,0,0,0,0,0,0,800,0,120,45,817
b1101,b2935,0,0,0,0,0,212,0,0,0,800,0,457,208,923
b1101,b1817,0,0,0,0,0,410,0,0,0,0,0,784,317,905
b1101,b2297,0,200,0,0,0,54,0,0,0,0,0,782,140,839
b1101,b3403,0,0,0,0,0,0,0,0,0,0,0,730,0,730
b1101,b1241,0,0,0,168,0,149,0,0,0,0,0,591,306,772
b1101,b0903,0,0,0,0,0,95,63,0,0,0,0,786,0,802
b1101,b0008,0,0,0,0,0,0,114,0,0,800,0,269,63,862
b1101,b2464,0,0,0,0,0,0,114,0,0,800,0,262,63,861
b1101,b2465,0,0,0,0,0,0,0,0,0,800,0,329,208,884
b1101,b1676,0,0,0,0,0,66,0,0,0,0,0,644,204,712
b1101,b2416,0,108,164,376,0,91,217,0,0,0,0,942,141,978
b1101,b1380,0,0,0,0,0,0,0,0,0,0,0,805,0,805
b1101,b2417,0,110,900,775,0,73,71,984,0,900,0,934,160,999
b1101,b3916,0,0,0,0,0,0,0,0,0,0,0,645,308,743
b1101,b2925,0,0,0,0,0,307,0,0,0,800,0,389,141,917
b1101,b1621,0,103,0,197,787,0,55,0,0,900,0,145,126,937
b1101,b1852,0,66,0,0,0,66,0,0,0,800,0,621,207,938
b1101,b1819,0,0,0,0,0,182,43,0,0,0,0,782,165,838
b1101,b2296,0,156,0,0,0,181,0,0,0,0,0,731,102,810
b1101,b2415,0,106,0,0,0,307,0,0,0,900,0,950,134,996
b1101,b4025,0,60,0,0,0,43,0,0,0,900,0,785,310,984
b1136,b1761,0,0,0,0,0,82,154,0,80,800,577,505,286,972
b1136,b2286,0,108,0,0,0,109,680,0,0,0,0,53,315,804
b1136,b3213,0,0,0,0,0,69,0,0,0,800,0,318,0,861
b1136,b0721,0,0,0,0,0,289,147,0,0,0,0,505,286,756
b1136,b2779,0,0,0,0,0,52,221,0,66,0,0,544,286,734
b1136,b1276,0,98,0,297,0,420,694,0,90,900,0,782,156,997
b1136,b0724,0,60,0,0,0,393,417,0,82,0,0,510,157,844
b1136,b3212,0,193,0,0,0,52,0,0,0,800,0,550,462,956
b1136,b4232,0,0,0,0,0,0,458,0,0,0,0,521,214,778
b1136,b1779,0,0,0,0,0,343,137,0,0,0,0,730,155,853
b1136,b3962,0,0,0,0,0,224,67,0,64,0,0,600,133,722
b1136,b2463,0,81,0,0,0,114,137,0,84,0,0,645,316,807
b1136,b2976,0,0,0,0,0,0,359,0,0,0,0,621,154,776
b1136,b0118,0,87,0,0,0,386,557,0,0,900,0,802,285,995
b1136,b0726,0,0,0,0,0,667,349,0,0,900,0,732,285,995
b1136,b4015,0,77,0,0,0,151,66,0,0,0,0,894,283,934
b1136,b3919,0,0,0,0,0,48,134,0,73,0,0,621,286,755
b1136,b1852,0,0,0,0,0,52,0,0,92,0,0,739,285,817
b1136,b4122,0,197,0,0,0,0,219,0,0,0,0,506,315,759
b1136,b2296,0,0,0,0,0,45,0,0,0,0,0,740,66,747
b1136,b4025,0,62,0,0,0,0,186,0,76,0,0,782,285,869
b1136,b0755,0,0,0,0,0,73,361,0,0,0,0,523,210,746
b1136,b4014,0,0,0,0,0,105,359,0,0,0,0,810,154,895
b1136,b0474,0,0,0,0,0,69,54,0,78,0,0,906,283,935
b1136,b3956,0,79,0,0,0,51,0,0,0,0,0,786,285,848
b1136,b2297,0,0,0,0,0,0,71,0,0,0,0,730,298,808
b1136,b3403,0,0,0,0,0,0,59,0,0,0,0,786,214,827
b1136,b2029,0,0,0,0,0,154,125,0,91,0,0,644,286,797
b1136,b1611,0,0,0,0,0,224,218,0,70,0,0,905,283,954
b1136,b2287,0,51,0,0,0,94,708,0,0,0,0,0,66,734
b1136,b1702,0,0,0,0,0,181,126,0,0,0,0,644,284,793
b1136,b0116,0,0,0,0,0,356,67,0,64,500,0,731,133,919
b1136,b1612,0,197,0,0,0,661,219,0,0,0,0,730,315,953
b1136,b3236,0,158,0,0,0,534,796,0,270,0,0,908,283,995
b1136,b2926,0,0,0,0,0,57,44,0,0,0,0,688,286,772
b1136,b0720,0,98,0,0,0,752,746,0,68,0,0,936,146,996
b1136,b0727,0,0,0,0,0,411,470,0,0,500,0,610,157,939
b1136,b0728,0,158,34,0,0,637,799,0,0,0,0,621,286,980
b1136,b0729,0,84,35,0,0,668,250,0,0,0,0,622,135,911
b1136,b0723,0,60,0,0,0,655,147,0,0,0,0,620,157,895
b1136,b1812,0,0,0,0,0,0,0,0,0,0,0,811,0,811
b1136,b1676,0,96,0,0,0,0,56,0,84,0,0,640,156,719
b1241,b3951,0,108,0,0,0,0,42,0,0,900,0,324,142,941
b1241,b0115,0,47,0,0,0,0,75,0,65,900,0,387,205,950
b1241,b1101,0,0,0,168,0,149,0,0,0,0,0,591,306,772
b1241,b4025,0,66,0,0,0,108,126,0,95,0,0,645,313,801
b1241,b2296,0,108,0,0,0,117,127,0,0,0,0,897,209,933
b1241,b0356,0,96,0,0,0,0,104,0,619,900,0,458,313,985
b1241,b1779,0,79,0,0,0,156,357,0,0,0,0,804,210,908
b1241,b2779,0,97,0,0,0,338,54,0,89,0,0,781,313,904
b1241,b2458,0,0,0,0,0,0,56,0,0,900,0,809,175,983
b1241,b4154,0,61,0,0,0,80,126,0,78,0,0,752,103,809
b1241,b0720,0,86,0,0,0,52,217,0,81,0,0,623,167,758
b1241,b0903,0,108,0,286,0,646,42,0,0,900,0,904,142,997
b1241,b2926,0,86,0,0,0,344,68,0,91,0,0,525,313,795
b1241,b1478,0,108,0,0,0,71,146,0,264,900,0,809,179,989
b1241,b0729,0,59,0,0,0,0,94,0,72,800,0,202,118,862
b1241,b3114,0,108,0,278,0,0,42,0,0,900,0,892,142,992
b1241,b0902,0,108,0,312,0,46,389,0,0,0,0,530,143,822
b1241,b0351,0,60,0,0,0,0,0,0,0,900,0,905,0,990
b1241,b3403,0,63,0,0,0,0,745,0,0,0,0,541,143,893
b1241,b3956,0,62,0,163,0,69,0,0,0,0,0,736,282,836
b1241,b2925,0,72,0,0,0,565,57,0,0,0,0,520,143,814
b1241,b3919,0,93,0,0,0,183,42,0,91,0,0,543,313,750
b1241,b1852,0,105,0,0,0,65,0,0,88,0,0,543,309,715
b1241,b2976,0,46,0,0,0,0,0,0,0,900,0,162,67,915
b1241,b1380,0,103,0,0,0,46,123,0,0,0,0,902,178,928
b1241,b0728,0,84,0,0,0,0,74,0,81,800,0,323,204,896
b1241,b2297,0,60,0,0,0,73,56,0,0,900,0,901,293,992
b1241,b4014,0,46,0,0,0,0,0,0,0,900,0,389,67,938
b1276,b1611,0,98,0,0,0,632,72,0,133,0,0,810,156,947
b1276,b0729,0,64,0,0,0,177,119,0,91,0,0,645,106,758
b1276,b0723,0,61,0,0,0,112,361,0,93,0,0,836,133,915
b1276,b2465,0,0,0,0,0,355,55,0,82,0,0,502,133,714
b1276,b0727,0,0,0,0,0,81,126,0,84,0,0,702,133,775
b1276,b0728,0,98,0,0,0,111,59,0,93,0,0,768,156,834
b1276,b0720,0,76,0,257,0,637,603,84,164,900,91,905,133,999
b1276,b3236,0,98,0,0,0,78,219,0,106,0,0,529,157,715
b1276,b1612,0,101,0,0,0,274,104,0,0,0,0,878,313,942
b1276,b0724,0,59,0,0,0,115,405,0,132,0,0,702,133,863
b1276,b2286,0,61,0,0,0,73,516,0,118,0,0,118,314,722
b1276,b0721,0,51,0,0,0,72,90,0,0,0,0,782,156,825
b1276,b1136,0,98,0,297,0,420,694,0,90,900,0,782,156,997
b1276,b4122,0,101,0,0,0,0,104,0,0,0,0,717,313,822
b1276,b0726,0,45,0,266,0,97,222,0,118,0,0,764,155,888
b1276,b4015,0,0,0,0,0,226,55,0,0,900,0,622,156,972
b1276,b0118,0,98,0,0,0,81,0,0,0,900,0,959,153,996
b1297,b3212,0,247,0,0,0,0,524,0,0,0,0,0,356,749
b1380,b3956,0,75,0,0,0,0,0,0,0,0,0,810,154,838
b1380,b0755,0,63,655,0,0,0,0,0,0,0,0,82,145,712
b1380,b3403,0,0,0,0,0,0,0,0,0,0,0,730,47,731
b1380,b1702,0,94,0,153,0,0,0,0,0,900,0,529,137,963
b1380,b1241,0,103,0,0,0,46,123,0,0,0,0,902,178,928
b1380,b0903,0,0,0,0,0,68,0,0,0,900,0,905,63,990
b1380,b1479,0,47,0,0,0,0,0,0,0,900,0,526,118,954
b1380,b4154,0,60,0,0,0,0,54,0,0,0,0,788,48,796
b1380,b3114,0,0,0,0,0,0,0,0,0,900,0,810,63,980
b1380,b1676,0,72,0,0,0,0,155,0,94,900,0,623,124,971
b1380,b2133,0,61,0,0,0,0,0,0,92,900,0,809,93,982
b1380,b3951,0,0,0,0,0,0,0,0,0,900,0,67,63,904
b1380,b2296,0,72,0,0,0,47,0,0,0,0,0,894,132,907
b1380,b1101,0,0,0,0,0,0,0,0,0,0,0,805,0,805
b1380,b2297,0,194,0,0,0,47,0,0,93,0,0,898,313,942
b1380,b0904,0,0,0,0,0,46,0,0,0,0,0,731,0,732
b1380,b0116,0,0,0,0,0,0,0,0,0,0,0,731,98,746
b1380,b1854,0,72,0,0,0,0,155,0,94,900,0,388,124,953
b1380,b0114,0,0,0,0,0,0,0,0,0,900,0,624,48,961
b1380,b2463,0,155,0,0,0,0,0,0,93,900,0,523,313,970
b1478,b0351,0,0,0,0,0,74,0,0,0,500,0,519,0,757
b1478,b1241,0,108,0,0,0,71,146,0,264,900,0,809,179,989
b1478,b0356,0,0,0,144,652,0,0,0,274,900,0,118,135,943
b1479,b1702,0,0,0,0,0,55,58,0,0,900,0,730,284,979
b1479,b4014,0,62,0,0,0,0,0,0,0,900,0,454,116,948
b1479,b3956,0,0,0,0,0,102,0,0,0,0,0,802,214,848
b1479,b3403,0,85,0,0,0,0,248,0,0,0,0,808,285,892
b1479,b1611,0,154,0,0,0,0,289,0,0,900,0,164,284,957
b1479,b3114,0,0,0,0,0,0,125,0,0,900,0,202,95,928
b1479,b0114,0,96,0,0,0,67,0,0,0,900,0,101,140,922
b1479,b1676,0,76,0,0,0,0,120,0,115,900,0,622,146,971
b1479,b1612,0,195,0,0,0,0,54,0,0,900,0,504,313,969
b1479,b3236,0,98,0,164,0,43,75,0,81,900,0,608,282,976
b1479,b0903,0,0,0,0,0,0,125,0,0,900,0,392,95,945
b1479,b0720,0,79,0,0,0,70,0,0,65,800,0,530,145,920
b1479,b1854,0,76,0,0,0,0,120,0,115,900,0,600,146,969
b1479,b1380,0,47,0,0,0,0,0,0,0,900,0,526,118,954
b1479,b2133,0,41,0,0,0,0,65,0,0,900,0,0,68,905
b1479,b4122,0,195,0,0,0,0,54,0,0,900,0,326,313,958
b1479,b2976,0,62,0,0,0,0,0,0,0,900,0,386,116,942
b1479,b2463,0,0,0,0,606,52,64,0,0,900,0,383,103,941
b1479,b3951,0,0,0,0,0,0,125,0,0,900,0,0,95,913
b1524,b0116,0,0,0,0,0,0,0,0,0,800,0,0,0,800
b1524,b3870,0,59,0,0,0,0,0,0,0,900,0,473,132,951
b1524,b1761,0,0,0,0,0,0,0,0,0,900,0,0,137,910
b1524,b3213,0,0,0,0,0,0,0,0,0,900,0,0,0,900
b1524,b3212,0,0,0,0,0,0,0,0,0,900,0,0,351,932
b1524,b0485,0,0,0,175,817,0,0,0,0,900,0,197,0,927
b1602,b3962,0,0,0,0,0,0,0,0,0,900,0,872,105,987
b1602,b1603,768,154,900,775,0,500,839,955,714,900,0,939,281,999
b1603,b1602,768,154,900,775,0,500,839,955,714,900,0,939,281,999
b1603,b3962,0,0,0,0,0,0,0,0,0,900,0,893,95,989
b1611,b0724,0,98,0,0,0,201,342,0,106,650,0,622,157,939
b1611,b1276,0,98,0,0,0,632,72,0,133,0,0,810,156,947
b1611,b3733,0,0,0,0,0,0,489,0,0,0,0,451,208,758
b1611,b1136,0,0,0,0,0,224,218,0,70,0,0,905,283,954
b1611,b0721,0,0,0,0,0,278,355,0,0,650,0,527,286,934
b1611,b2286,0,0,0,0,0,53,655,0,85,0,0,68,316,774
b1611,b4122,0,197,0,0,0,0,54,0,0,900,0,809,315,988
b1611,b0118,0,0,0,0,0,93,0,0,0,0,0,600,286,718
b1611,b2976,0,52,0,0,0,72,0,0,0,900,0,77,158,919
b1611,b2463,0,198,0,0,0,72,365,0,0,900,0,207,316,968
b1611,b1852,0,0,0,0,0,43,50,0,0,0,0,737,285,806
b1611,b0726,0,100,0,162,0,131,248,0,0,360,0,518,286,860
b1611,b0474,0,0,0,0,0,0,0,0,0,0,0,945,280,958
b1611,b4014,0,52,0,0,0,47,0,0,0,900,0,147,158,923
b1611,b0723,0,98,352,0,0,184,536,44,91,650,0,530,157,962
b1611,b0729,0,61,0,0,0,123,379,0,67,360,0,525,139,839
b1611,b0722,0,0,0,0,0,249,0,0,0,650,0,274,207,828
b1611,b3236,0,156,0,0,0,69,399,0,100,900,0,975,212,998
b1611,b3734,0,0,0,0,0,0,496,0,81,0,0,323,211,719
b1611,b1612,483,197,0,0,0,644,54,0,0,900,0,893,315,998
b1611,b1479,0,154,0,0,0,0,289,0,0,900,0,164,284,957
b1611,b0728,0,62,0,0,0,95,363,0,70,360,0,731,285,920
b1611,b4154,0,98,154,0,0,0,536,0,91,650,0,325,157,917
b1611,b0727,0,0,0,0,0,71,261,0,89,360,0,391,158,746
b1611,b0720,0,0,0,0,0,184,342,0,79,800,0,621,157,961
b1611,b4153,0,98,0,0,0,0,342,0,106,650,0,206,157,846
b1612,b0721,0,197,0,0,0,742,66,0,0,650,0,626,315,978
b1612,b1136,0,197,0,0,0,661,219,0,0,0,0,730,315,953
b1612,b1276,0,101,0,0,0,274,104,0,0,0,0,878,313,942
b1612,b0724,0,195,0,0,0,804,73,0,0,650,0,743,313,988
b1612,b0726,0,0,0,0,0,680,101,0,0,0,0,730,315,939
b1612,b0118,0,196,0,0,0,335,234,0,0,0,0,876,315,958
b1612,b2463,0,234,6,0,0,289,0,0,0,900,0,470,331,977
b1612,b2976,0,0,0,0,0,133,0,0,0,900,0,154,142,928
b1612,b4122,0,192,0,47,991,0,0,55,0,900,0,49,291,939
b1612,b1611,483,197,0,0,0,644,54,0,0,900,0,893,315,998
b1612,b3403,0,0,0,0,0,68,158,0,0,0,0,679,282,794
b1612,b4014,0,0,0,0,0,98,0,0,0,900,0,413,142,948
b1612,b0728,0,197,0,0,0,534,74,0,0,0,0,640,315,898
b1612,b4154,0,195,0,0,0,0,222,0,0,650,0,508,313,912
b1612,b0727,0,0,0,0,0,369,49,0,0,0,0,543,313,786
b1612,b4153,0,195,0,0,0,0,73,0,0,650,0,388,313,870
b1612,b0720,0,192,0,0,0,675,54,0,0,800,0,781,313,990
b1612,b3236,0,197,0,0,0,184,736,0,0,900,0,782,315,996
b1612,b4152,0,0,0,0,0,0,0,0,0,650,0,231,0,719
b1612,b1479,0,195,0,0,0,0,54,0,0,900,0,504,313,969
b1612,b4151,0,0,0,0,0,0,0,0,0,650,0,200,0,708
b1612,b0722,0,197,0,0,0,754,74,0,0,650,0,501,313,972
b1612,b0723,0,195,0,0,0,754,222,0,0,650,0,864,313,993
b1612,b0729,0,174,0,0,0,666,0,0,0,0,0,628,206,907
b1621,b2925,0,0,0,0,0,0,0,0,0,800,0,0,141,820
b1621,b1852,0,66,0,0,0,0,0,0,0,800,0,0,207,838
b1621,b2415,0,106,0,0,0,0,0,0,0,900,0,0,134,915
b1621,b1101,0,103,0,197,787,0,55,0,0,900,0,145,126,937
b1621,b4025,0,60,0,0,0,0,0,0,0,900,0,0,310,929
b1621,b2417,0,110,900,775,0,0,71,0,0,900,0,260,160,998
b1621,b3733,0,0,0,0,0,0,0,0,0,0,0,896,0,896
b1621,b0008,0,0,0,0,0,0,114,0,0,800,0,0,63,819
b1621,b3734,0,0,0,0,0,0,0,0,0,0,0,788,293,843
b1621,b2464,0,0,0,0,0,0,114,0,0,800,0,0,63,819
b1621,b2465,0,0,0,0,0,0,0,0,0,800,0,0,208,834
b1621,b2097,0,0,0,0,0,0,0,0,0,800,0,0,43,800
b1621,b2935,0,0,0,0,0,0,0,0,0,800,0,0,208,834
b1621,b3731,0,0,0,0,0,0,0,0,0,0,0,809,292,858
b1676,b2133,0,0,0,0,0,0,0,0,66,900,0,74,87,910
b1676,b2779,0,98,0,173,0,710,671,0,90,900,0,783,156,998
b1676,b3916,0,98,68,283,0,91,747,0,78,0,0,815,154,973
b1676,b4232,0,62,0,0,0,0,158,0,0,0,0,742,155,804
b1676,b1779,0,76,0,357,0,111,524,0,89,0,0,644,133,909
b1676,b3951,0,0,0,0,0,0,54,0,0,900,0,0,98,907
b1676,b0115,0,51,2,0,0,0,58,0,0,500,0,504,133,772
b1676,b4122,0,60,0,0,0,0,290,0,0,0,0,452,309,713
b1676,b2296,0,76,0,0,0,194,69,0,0,0,0,623,133,732
b1676,b2415,0,60,0,0,0,151,66,0,0,800,0,770,66,960
b1676,b1101,0,0,0,0,0,66,0,0,0,0,0,644,204,712
b1676,b4025,0,98,0,0,0,91,734,0,0,800,0,781,156,990
b1676,b2097,0,65,0,0,0,47,0,0,0,800,0,651,128,935
b1676,b3956,0,0,0,0,0,51,0,0,0,900,0,811,154,982
b1676,b0755,0,91,664,0,0,51,285,0,0,0,0,529,156,898
b1676,b3403,0,0,0,0,0,0,0,0,0,900,0,808,156,982
b1676,b1702,0,0,0,0,0,0,0,0,0,900,0,880,155,988
b1676,b3236,0,95,0,155,0,0,361,0,245,0,0,510,157,812
b1676,b0903,0,0,0,0,0,123,54,55,0,900,0,507,98,957
b1676,b2926,0,98,0,379,0,436,528,0,87,0,0,645,156,947
b1676,b1479,0,76,0,0,0,0,120,0,115,900,0,622,146,971
b1676,b2464,0,61,0,0,0,52,122,0,0,800,0,323,110,883
b1676,b0720,0,72,0,0,0,0,49,109,64,0,0,624,133,704
b1676,b3114,0,0,0,0,0,0,54,0,0,900,0,274,98,929
b1676,b1136,0,96,0,0,0,0,56,0,84,0,0,640,156,719
b1676,b1723,0,74,0,0,0,52,0,0,0,0,0,701,110,735
b1676,b1380,0,72,0,0,0,0,155,0,94,900,0,623,124,971
b1676,b2463,0,195,0,0,0,0,224,0,115,900,0,644,314,983
